customerID,gender,age,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,DataUsage,VoiceCalls,SMSCount,AverageChargesPerMonth
314,Male,54,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,91.35,5206.95,Yes,14.6,1196,191,91.35
315,Male,74,1,Yes,No,40,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer,55.51,2220.4,No,34,1212,135,55.51
316,Female,50,0,No,Yes,14,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,36.78,514.92,No,15.8,823,250,36.78
317,Male,70,1,No,No,35,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,62.78,2197.3,Yes,39.6,1025,378,62.78
318,Male,39,0,No,Yes,48,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer,34.91,1675.68,No,6.5,1896,435,34.91
319,Male,38,0,No,No,56,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,116.95,6549.2,Yes,38.1,2988,145,116.95
320,Female,23,0,Yes,No,49,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer,27.92,1368.08,No,3.4,167,346,27.92
321,Female,23,0,Yes,Yes,13,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,77.47,1007.11,No,0.6,2415,465,77.47
322,Male,72,1,No,Yes,61,No,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,81.21,4953.81,Yes,44.9,535,351,81.21
323,Female,65,1,No,Yes,49,No,No phone service,No,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,72.33,3544.17,No,29.1,1948,57,72.33
324,Female,21,0,Yes,Yes,46,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,84.8,3900.8,Yes,17.6,2627,176,84.8
325,Female,47,0,No,No,62,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Bank transfer,29.93,1855.66,Yes,11.6,1619,287,29.93
326,Female,28,0,Yes,Yes,8,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,74.03,592.24,No,30.8,949,244,74.03
327,Male,79,1,No,No,43,No,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card,47.11,2025.73,No,25.5,206,47,47.11
328,Male,79,1,Yes,Yes,20,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,112.74,2254.8,No,49.6,543,300,112.74
329,Female,47,0,No,No,39,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,Yes,One year,No,Credit card,94.84,3698.76,Yes,49.2,128,437,94.84
330,Female,48,0,No,No,49,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,115.99,5683.51,Yes,31.8,1470,355,115.99
331,Male,41,0,Yes,No,64,No,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,22.02,1409.28,No,22.1,2661,99,22.02
332,Male,72,1,No,No,62,No,Yes,No,Yes,No internet service,No,No,Yes,No,One year,Yes,Electronic check,46.91,2908.42,Yes,24.6,2082,212,46.91
333,Female,26,0,No,No,54,No,No phone service,No,No internet service,Yes,No,No,Yes,No internet service,Two year,Yes,Credit card,37.89,2046.06,Yes,34.1,2866,301,37.89
334,Male,72,1,Yes,No,9,Yes,Yes,No,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,19.37,174.33,Yes,5.1,2246,479,19.37
335,Female,20,0,No,Yes,37,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,42.6,1576.2,Yes,16.4,1836,414,42.6
336,Female,68,1,Yes,No,49,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,86.47,4237.03,No,3.8,76,164,86.47
337,Male,48,0,Yes,Yes,41,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No,Two year,No,Electronic check,41.47,1700.27,No,3.7,368,399,41.47
338,Male,57,0,No,Yes,17,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,No,Credit card,69.4,1179.8,No,9.8,2880,429,69.4
339,Female,54,0,No,No,21,Yes,No phone service,No,No,No,No,Yes,No,No,Two year,No,Credit card,107.48,2257.08,Yes,24.3,525,125,107.48
340,Female,53,0,No,Yes,51,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,87.97,4486.47,Yes,39.2,348,301,87.97
341,Male,41,0,No,No,59,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Mailed check,57.91,3416.69,Yes,24.3,505,461,57.91
342,Female,48,0,No,Yes,39,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,One year,Yes,Mailed check,55.68,2171.52,Yes,16.8,642,120,55.68
343,Male,23,0,No,No,55,Yes,Yes,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Electronic check,64.05,3522.75,No,4.1,237,87,64.05
344,Female,19,0,No,Yes,41,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,36.04,1477.64,Yes,27.5,1303,216,36.04
345,Male,37,0,Yes,No,39,No,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Credit card,81.97,3196.83,Yes,13.6,1600,60,81.97
346,Male,45,0,No,No,13,No,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,No,Mailed check,54.85,713.05,No,30.7,1455,301,54.85
347,Male,28,0,Yes,No,64,Yes,Yes,No,No,Yes,No,No,No,No internet service,One year,Yes,Mailed check,103.91,6650.24,No,48.9,2185,178,103.91
348,Female,21,0,No,No,11,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,94.28,1037.08,No,5.6,2659,189,94.28
349,Female,32,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,79.61,1512.59,Yes,10.6,1673,162,79.61
350,Male,23,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Electronic check,54.85,603.35,Yes,23.7,2727,80,54.85
351,Female,71,1,No,Yes,46,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,39.35,1810.1,Yes,48.4,1846,493,39.35
352,Male,66,1,No,Yes,45,No,Yes,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,96.25,4331.25,Yes,38.6,1854,169,96.25
353,Male,47,0,Yes,Yes,1,Yes,No phone service,No,No internet service,No internet service,No,Yes,No,No,Two year,No,Credit card,67.13,67.13,Yes,44.9,2886,300,67.13
354,Female,73,1,No,No,40,No,Yes,No,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer,40.84,1633.6,Yes,16.7,2985,373,40.84
355,Female,55,0,No,Yes,19,No,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,37.87,719.53,No,49.6,354,195,37.87
356,Male,68,1,No,Yes,72,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,34.87,2510.64,Yes,5.1,2625,202,34.87
357,Female,79,1,Yes,Yes,72,No,No,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,96.35,6937.2,No,2.6,2894,46,96.35
358,Female,74,1,No,No,61,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,No,Bank transfer,41.26,2516.86,No,42.8,558,462,41.26
359,Male,19,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,No,Bank transfer,71.18,854.16,No,46.4,2896,157,71.18
360,Male,32,0,No,Yes,61,No,No phone service,No,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,63.63,3881.43,Yes,4.5,1917,407,63.63
361,Female,28,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,76.5,2524.5,Yes,5.7,1254,193,76.5
362,Male,25,0,Yes,No,45,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card,106.4,4788,No,1.7,1681,426,106.4
363,Male,43,0,Yes,Yes,69,No,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,105.46,7276.74,Yes,5.2,1169,417,105.46
364,Female,68,1,No,Yes,8,No,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,One year,No,Credit card,63.58,508.64,Yes,10.5,1175,278,63.58
365,Male,62,0,No,No,25,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,19.79,494.75,No,48.5,1814,316,19.79
366,Male,61,0,Yes,Yes,46,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Credit card,61.11,2811.06,Yes,33.4,2187,478,61.11
367,Female,22,0,Yes,No,30,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,79.17,2375.1,Yes,38.9,662,420,79.17
368,Female,23,0,No,No,47,No,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer,74.31,3492.57,Yes,38.8,20,268,74.31
369,Male,43,0,Yes,No,49,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer,83.71,4101.79,Yes,26.8,2111,480,83.71
370,Male,71,1,No,No,47,No,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer,33.73,1585.31,No,39.9,1241,198,33.73
371,Female,21,0,Yes,No,18,No,Yes,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Bank transfer,83.23,1498.14,No,29.8,161,223,83.23
372,Female,36,0,Yes,No,66,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,36.61,2416.26,Yes,15.7,129,262,36.61
373,Female,37,0,Yes,Yes,68,No,No,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,93.68,6370.24,Yes,28.1,2628,425,93.68
374,Female,50,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,Yes,Mailed check,52.33,1726.89,Yes,26.7,1950,165,52.33
375,Male,37,0,No,No,36,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Mailed check,89.59,3225.24,No,41.2,224,179,89.59
376,Female,66,1,Yes,No,19,No,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,23.06,438.14,Yes,49.1,1781,427,23.06
377,Female,29,0,Yes,No,28,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,59.24,1658.72,Yes,20.6,579,191,59.24
378,Male,64,0,No,Yes,40,No,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,One year,No,Credit card,89.11,3564.4,No,38.2,1477,396,89.11
379,Female,18,0,Yes,No,15,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,One year,No,Mailed check,41.05,615.75,Yes,5,106,215,41.05
380,Male,43,0,Yes,Yes,41,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer,98.18,4025.38,No,38.8,2668,283,98.18
381,Female,31,0,No,No,39,Yes,No,No,Yes,Yes,No,No internet service,Yes,No,One year,No,Bank transfer,81.64,3183.96,Yes,18.6,839,351,81.64
382,Female,55,0,Yes,No,2,No,Yes,DSL,No,Yes,No,No,Yes,No internet service,Two year,No,Bank transfer,77.3,154.6,No,2,1164,106,77.3
383,Female,54,0,No,Yes,63,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two year,No,Credit card,53.78,3388.14,Yes,18.2,2624,465,53.78
384,Male,79,1,No,Yes,29,No,No,DSL,Yes,Yes,No,No,No internet service,Yes,Two year,Yes,Mailed check,66.74,1935.46,Yes,30.5,1157,97,66.74
385,Male,28,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,78.28,5166.48,No,6,2246,367,78.28
386,Female,53,0,No,No,51,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,No,Bank transfer,65.73,3352.23,No,46.2,2557,481,65.73
387,Male,30,0,Yes,No,10,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer,88.43,884.3,No,3.9,666,498,88.43
388,Male,60,0,No,Yes,14,No,Yes,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer,61.84,865.76,No,46.5,2126,229,61.84
389,Male,20,0,Yes,Yes,51,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,38.58,1967.58,No,35.4,1971,256,38.58
390,Male,50,0,Yes,Yes,39,No,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,39.75,1550.25,Yes,16.5,2941,42,39.75
391,Male,23,0,Yes,Yes,28,No,No phone service,No,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,18.83,527.24,No,19.5,511,241,18.83
392,Male,67,1,Yes,Yes,3,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card,48.5,145.5,No,37,249,41,48.5
393,Female,73,1,Yes,Yes,70,Yes,No phone service,No,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,93.52,6546.4,No,30.1,888,94,93.52
394,Female,27,0,Yes,No,27,No,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card,98.06,2647.62,No,33.6,1023,433,98.06
395,Male,22,0,Yes,No,2,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer,38.6,77.2,Yes,19.5,598,253,38.6
396,Female,40,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Credit card,114.63,4355.94,Yes,24.4,752,187,114.63
397,Female,27,0,Yes,No,3,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer,68.74,206.22,Yes,49.5,599,384,68.74
398,Female,61,0,Yes,No,16,No,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,110.41,1766.56,Yes,10.7,2530,306,110.41
399,Female,19,0,No,Yes,40,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,89.28,3571.2,Yes,20.9,2883,399,89.28
400,Male,30,0,No,No,2,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,90.85,181.7,No,14.6,2219,166,90.85
401,Female,57,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,26.8,1098.8,Yes,38.3,2916,270,26.8
402,Female,19,0,Yes,Yes,12,No,Yes,DSL,No,No,No,No internet service,Yes,Yes,Two year,No,Mailed check,40.36,484.32,Yes,38.2,2064,124,40.36
403,Male,37,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,19.14,669.9,No,14.6,1758,160,19.14
404,Male,18,0,No,Yes,65,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,90.22,5864.3,No,4.1,1317,86,90.22
405,Female,54,0,No,Yes,55,No,No phone service,No,No,Yes,Yes,No,No internet service,No,One year,No,Mailed check,52.87,2907.85,Yes,0.6,2441,308,52.87
406,Female,26,0,Yes,Yes,45,No,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Credit card,97.31,4378.95,Yes,21.4,1845,488,97.31
407,Female,34,0,Yes,Yes,62,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer,52.31,3243.22,No,20.5,1242,225,52.31
408,Female,26,0,Yes,Yes,49,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,100.59,4928.91,Yes,49.4,233,144,100.59
409,Female,28,0,Yes,Yes,25,No,No,No,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,31.39,784.75,No,23.5,1413,344,31.39
410,Female,32,0,No,Yes,23,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,35.67,820.41,No,12.8,2295,247,35.67
411,Male,41,0,No,Yes,24,No,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Credit card,52.51,1260.24,Yes,44.6,1925,361,52.51
412,Female,55,0,No,No,38,No,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer,59.3,2253.4,Yes,24.6,2099,5,59.3
413,Female,72,1,No,No,28,No,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Credit card,53.29,1492.12,Yes,30,2062,30,53.29
414,Male,52,0,Yes,No,21,No,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Credit card,95,1995,No,4.8,440,196,95
415,Male,47,0,Yes,Yes,54,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Credit card,27.99,1511.46,No,19.1,1135,231,27.99
416,Male,48,0,Yes,Yes,18,Yes,Yes,No,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Credit card,53.55,963.9,Yes,47.2,2743,295,53.55
417,Male,66,1,No,No,36,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,102.39,3686.04,Yes,29.5,6,413,102.39
418,Female,22,0,Yes,No,45,No,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,No,Bank transfer,24.96,1123.2,Yes,17.2,1586,324,24.96
419,Female,79,1,Yes,No,53,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,Two year,Yes,Mailed check,112.96,5986.88,No,31.3,825,459,112.96
420,Female,77,1,No,Yes,30,No,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Credit card,117.37,3521.1,No,45.5,1268,134,117.37
421,Female,61,0,No,No,60,No,No,DSL,No internet service,No,No,No,Yes,No,Two year,No,Electronic check,27.15,1629,No,13.7,1310,492,27.15
422,Female,67,1,Yes,No,32,Yes,No,DSL,No internet service,No,No,Yes,No,No,One year,No,Bank transfer,47.52,1520.64,Yes,25.3,1627,12,47.52
423,Female,31,0,Yes,Yes,67,No,No phone service,No,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,55.68,3730.56,No,47.9,1036,496,55.68
424,Male,70,1,Yes,No,67,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,96.28,6450.76,No,8.6,1169,3,96.28
425,Female,73,1,Yes,Yes,28,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,Yes,Two year,No,Electronic check,78.14,2187.92,Yes,36,477,177,78.14
426,Male,28,0,Yes,Yes,44,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,83.01,3652.44,No,30.7,2678,233,83.01
427,Male,26,0,Yes,Yes,41,Yes,No phone service,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,94.38,3869.58,Yes,34,714,258,94.38
428,Female,51,0,No,No,63,No,Yes,No,Yes,Yes,No,No,No,No internet service,Two year,Yes,Credit card,30.11,1896.93,No,17.6,1676,139,30.11
429,Male,29,0,No,No,23,Yes,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,101.99,2345.77,Yes,15.7,2162,64,101.99
430,Female,52,0,No,Yes,48,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Mailed check,89.16,4279.68,Yes,34.2,508,282,89.16
431,Male,52,0,Yes,No,32,No,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card,76.27,2440.64,No,10.8,2104,362,76.27
432,Female,18,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer,107.67,6137.19,Yes,21,381,305,107.67
433,Male,57,0,Yes,No,33,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,88.63,2924.79,No,9.4,1180,204,88.63
434,Female,39,0,Yes,No,24,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card,38.52,924.48,Yes,0.4,2999,16,38.52
435,Female,77,1,No,Yes,39,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.44,2396.16,Yes,48.5,1845,199,61.44
436,Female,46,0,Yes,No,34,No,No,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer,67.9,2308.6,Yes,21.6,1186,31,67.9
437,Female,25,0,Yes,Yes,56,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,23.8,1332.8,No,48.5,274,211,23.8
438,Female,28,0,No,Yes,28,No,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,114.19,3197.32,Yes,7,1718,434,114.19
439,Male,58,0,No,No,37,No,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,31.17,1153.29,Yes,29.4,1100,272,31.17
440,Male,54,0,No,Yes,7,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Credit card,88.34,618.38,No,10,1860,289,88.34
441,Male,31,0,Yes,No,68,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,69.13,4700.84,Yes,39.5,2091,290,69.13
442,Female,77,1,No,No,37,Yes,No,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,20.83,770.71,Yes,39.2,717,482,20.83
443,Male,47,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,111.19,6226.64,Yes,5.6,317,485,111.19
444,Female,52,0,Yes,Yes,65,No,Yes,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,No,Bank transfer,103.86,6750.9,Yes,45.6,533,233,103.86
445,Female,38,0,No,Yes,65,No,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,70.94,4611.1,No,9.7,1608,407,70.94
446,Male,54,0,No,Yes,47,No,No phone service,No,No internet service,No,Yes,Yes,No internet service,Yes,One year,No,Bank transfer,41.26,1939.22,Yes,30.6,1776,181,41.26
447,Male,22,0,No,No,20,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,30.47,609.4,Yes,49.3,2284,145,30.47
448,Female,36,0,Yes,No,19,No,Yes,No,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,54.77,1040.63,No,44.1,2940,49,54.77
449,Male,76,1,Yes,No,29,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,43.92,1273.68,Yes,47.8,2564,429,43.92
450,Female,31,0,Yes,Yes,60,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,69.17,4150.2,Yes,17.1,1244,431,69.17
451,Female,43,0,Yes,Yes,18,Yes,No,No,No,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,115.37,2076.66,No,5.3,1333,102,115.37
452,Female,79,1,No,Yes,35,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,76.03,2661.05,No,9.4,1200,32,76.03
453,Female,21,0,Yes,No,43,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,No,Bank transfer,107.69,4630.67,No,25,1794,496,107.69
454,Female,42,0,Yes,Yes,11,No,No phone service,No,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,83.66,920.26,No,39.7,2085,470,83.66
455,Male,62,0,No,No,49,No,No phone service,No,No,No,Yes,No internet service,No internet service,No,One year,No,Bank transfer,66.01,3234.49,Yes,7.5,2701,88,66.01
456,Male,59,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Bank transfer,104.14,3957.32,No,33,1454,484,104.14
457,Female,42,0,No,No,64,No,No,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,65.62,4199.68,Yes,16.2,1933,410,65.62
458,Female,35,0,Yes,No,69,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,105.55,7282.95,No,17.1,746,384,105.55
459,Male,57,0,Yes,Yes,8,Yes,No,DSL,No,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,47.55,380.4,Yes,33.1,840,340,47.55
460,Male,25,0,Yes,Yes,34,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,31.2,1060.8,No,23.3,2495,314,31.2
461,Female,56,0,No,No,48,No,No,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,104.21,5002.08,No,40.6,1518,240,104.21
462,Male,57,0,No,No,56,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,77.29,4328.24,Yes,7.8,2731,265,77.29
463,Female,31,0,Yes,Yes,65,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No internet service,One year,No,Mailed check,107.6,6994,No,39.5,2172,222,107.6
464,Male,49,0,No,Yes,31,No,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,No,Credit card,112.5,3487.5,No,3.2,1088,235,112.5
465,Female,68,1,No,No,4,No,No,No,Yes,No internet service,No,No internet service,No,No,One year,No,Mailed check,23.64,94.56,No,9.7,792,152,23.64
466,Male,78,1,No,Yes,50,No,No,No,No,Yes,No,No internet service,No internet service,No,Two year,No,Bank transfer,68.6,3430,Yes,32.8,2831,467,68.6
467,Female,55,0,Yes,No,69,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card,55.93,3859.17,No,42.7,1267,56,55.93
468,Male,50,0,No,No,30,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,81.15,2434.5,No,12.6,1550,321,81.15
469,Male,40,0,No,Yes,59,No,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card,98.01,5782.59,Yes,16.4,2273,374,98.01
470,Female,32,0,Yes,Yes,67,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,No,Credit card,46.45,3112.15,Yes,26.9,2512,111,46.45
